frame,DetObj#,x,y,z,v,snr,noise
0,0,-0.0823696106672287,0.030464548617601395,-0.004619084298610687,0.0,275,395
0,1,-0.5579877495765686,1.1951605081558228,0.020763041451573372,0.0,123,513
0,2,-0.8679808974266052,1.1348634958267212,0.14832697808742523,0.0,179,492
0,3,-0.6332717537879944,1.793384313583374,0.11621735244989395,0.0,125,693
0,4,0.5659589767456055,1.9997527599334717,-0.11259876191616058,0.0,114,647
0,5,0.6164436340332031,0.582444429397583,0.05892091616988182,-0.030225396156311035,327,346
0,6,0.48181796073913574,0.7744998335838318,0.21904118359088898,-0.030225396156311035,302,385
1,0,-0.0823696106672287,0.030456069856882095,-0.004674669820815325,0.0,272,398
1,1,0.6111294031143188,0.6160157322883606,0.14304958283901215,0.0,330,361
1,2,-0.8679808974266052,1.1350769996643066,0.14668434858322144,0.0,167,504
1,3,-0.6332717537879944,1.7925909757614136,0.12787209451198578,0.0,129,690
2,0,-0.0823696106672287,0.030455907806754112,-0.0046757240779697895,0.0,280,390
2,1,0.6377002596855164,0.5994325280189514,0.0862368494272232,0.0,315,367
2,2,-0.5579877495765686,1.1950407028198242,0.0267854742705822,0.0,127,508
2,3,-0.8679808974266052,1.1348425149917603,0.14848756790161133,0.0,205,467
2,4,-0.6332717537879944,1.7931394577026367,0.11993671208620071,0.0,139,680
2,5,0.5659589767456055,1.9995585680007935,-0.11599691957235336,0.0,123,637
2,6,0.9034086465835571,0.8265310525894165,2.7278945446014404,0.0,138,555
2,7,0.5721588730812073,0.8159371614456177,-0.017116393893957138,0.030225396156311035,196,463
2,8,0.5083888173103333,1.0879497528076172,0.04978497326374054,0.0906761884689331,121,362
3,0,-0.0823696106672287,0.030452512204647064,-0.004697779659181833,0.0,272,398
3,1,-0.5579877495765686,1.195081353187561,0.024901386350393295,0.0,164,471
3,2,-0.8679808974266052,1.1353583335876465,0.14449042081832886,0.0,225,447
3,3,-0.6332717537879944,1.7931115627288818,0.12035184353590012,0.0,139,679
3,4,0.5659589767456055,1.998236894607544,-0.13688954710960388,0.0,122,639
3,5,0.8130677342414856,1.159159779548645,2.63362455368042,0.0,136,551
3,6,0.6040439009666443,0.5867041945457458,0.34168338775634766,0.030225396156311035,276,354
3,7,0.5216742157936096,0.7328631281852722,0.12886445224285126,0.12090158462524414,384,340
4,0,-0.0823696106672287,0.030472254380583763,-0.0045679789036512375,0.0,276,393
4,1,0.40919098258018494,0.8691732883453369,-0.11373651027679443,0.0,311,370
4,2,-0.8679808974266052,1.1364850997924805,0.13534238934516907,0.0,180,489
4,3,-0.6332717537879944,1.7934634685516357,0.11498910188674927,0.0,143,675
4,4,0.5659589767456055,2.0002403259277344,-0.10357726365327835,0.0,118,640
4,5,2.6358277797698975,2.499805450439453,-0.12961290776729584,0.0,126,557
4,6,0.6040439009666443,0.6549138426780701,0.17904524505138397,0.06045079231262207,374,338
5,0,-0.0823696106672287,0.03046310693025589,-0.004628591705113649,0.0,269,400
5,1,-0.5579877495765686,1.1947840452194214,0.036479510366916656,0.0,268,369
5,2,-0.8679808974266052,1.1350555419921875,0.14684973657131195,0.0,245,425
5,3,-0.6332717537879944,1.7929824590682983,0.12225934863090515,0.0,134,684
5,4,0.5659589767456055,2.002321243286133,-0.04898558929562569,0.0,119,638
5,5,0.4782751798629761,0.7249181270599365,0.13843519985675812,-0.24180316925048828,373,340
5,6,0.4959891140460968,0.8973841071128845,-0.037471070885658264,-0.24180316925048828,215,428
5,7,0.39944833517074585,1.1284008026123047,0.10828203707933426,-0.21157777309417725,135,382
5,8,0.40919098258018494,0.8759358525276184,-0.033683475106954575,-0.1813523769378662,280,381
6,0,-0.0823696106672287,0.030472178012132645,-0.004568485543131828,0.0,275,394
6,1,-0.5579877495765686,1.194657564163208,0.04040960222482681,0.0,183,454
6,2,-0.8679808974266052,1.1351550817489624,0.146078422665596,0.0,218,451
6,3,-0.6332717537879944,1.7931901216506958,0.11917657405138016,0.0,145,674
6,4,2.6358277797698975,2.500953197479248,-0.10516069084405899,0.0,133,559
6,5,0.6695852875709534,0.4662390947341919,0.08949558436870575,0.06045079231262207,349,347
6,6,0.2072525918483734,0.46905139088630676,-1.0218186378479004,0.12090158462524414,156,376
6,7,0.656299889087677,0.9296377897262573,0.11009134352207184,0.12090158462524414,156,376
6,8,0.28253665566444397,0.5145175457000732,-0.6149477362632751,0.15112698078155518,382,348
