frame,DetObj#,x,y,z,v,snr,noise
0,0,-0.10695286095142365,0.03987887501716614,-0.008599829860031605,0.0,284,494
0,1,-0.4864630103111267,1.7197459936141968,-0.1481010913848877,0.0,183,549
0,2,-0.1150030791759491,1.9040251970291138,-0.03519663214683533,0.0,134,593
0,3,-0.5692652463912964,2.0152087211608887,-0.13784295320510864,0.0,134,666
0,4,0.5796155333518982,1.1864310503005981,0.37853312492370605,-0.13930007815361023,216,342
0,5,0.6624177098274231,1.1878256797790527,0.19269944727420807,-0.07960004359483719,255,375
0,6,1.3800369501113892,1.312347173690796,-0.11410307884216309,-0.07960004359483719,162,399
0,7,0.6210166811943054,0.8202235102653503,0.05413475260138512,-0.039800021797418594,386,343
1,0,-0.10695286095142365,0.03987925127148628,-0.008598092943429947,0.0,285,493
1,1,-0.4864630103111267,1.719768762588501,-0.1478370875120163,0.0,168,564
1,2,-0.1150030791759491,1.9027578830718994,-0.07786621153354645,0.0,132,594
1,3,-0.5692652463912964,2.0147807598114014,-0.14396151900291443,0.0,131,668
1,4,0.5796155333518982,1.1715950965881348,0.42222121357917786,-0.09950005263090134,144,341
1,5,1.0361777544021606,1.5004289150238037,-0.8744723796844482,-0.07960004359483719,158,362
1,6,0.603766143321991,1.1793053150177002,0.16791702806949615,-0.039800021797418594,213,426
1,7,0.7141691446304321,0.6918250918388367,0.2696283161640167,-0.019900010898709297,275,448
2,0,-0.10695286095142365,0.039874762296676636,-0.008618887513875961,0.0,287,491
2,1,-0.4864630103111267,1.7198030948638916,-0.14743760228157043,0.0,175,557
2,2,-0.1150030791759491,1.9022753238677979,-0.08887962251901627,0.0,132,593
2,3,-0.5692652463912964,2.014939546585083,-0.1417216807603836,0.0,128,671
2,4,0.603766143321991,1.1587681770324707,0.27606773376464844,0.039800021797418594,227,357
2,5,0.6520674824714661,0.7943446636199951,-0.07199670374393463,-0.019900010898709297,317,444
3,0,-0.10695286095142365,0.0398840568959713,-0.008575771935284138,0.0,286,492
3,1,-0.4864630103111267,1.7199467420578003,-0.1457516998052597,0.0,174,558
3,2,-0.1150030791759491,1.9038851261138916,-0.0420985072851181,0.0,133,593
3,3,-0.5692652463912964,2.0157322883605957,-0.12995965778827667,0.0,128,670
3,4,2.7048726081848145,2.542604923248291,-0.4487660527229309,0.0,129,525
3,5,0.5796155333518982,1.1617379188537598,0.4486320912837982,0.05970003455877304,300,367
3,6,0.6279168128967285,0.755088210105896,-0.14056265354156494,-0.019900010898709297,278,442
4,0,-0.10695286095142365,0.03987685963511467,-0.008609174750745296,0.0,284,494
4,1,-0.4864630103111267,1.719917893409729,-0.14609166979789734,0.0,175,557
4,2,-0.1150030791759491,1.9039088487625122,-0.04100881889462471,0.0,133,594
4,3,-0.5692652463912964,2.0158121585845947,-0.1287163347005844,0.0,138,661
4,4,0.7463699579238892,2.078014373779297,-0.439104825258255,0.0,113,637
4,5,2.7048726081848145,2.542863607406616,-0.4472978413105011,0.0,140,526
4,6,0.5980160236358643,0.7834892868995667,-0.11276949197053909,0.039800021797418594,372,336
