frame,DetObj#,x,y,z,v,snr,noise
0,0,-0.11040295660495758,0.02741098590195179,-0.012767990119755268,0.0,293,486
0,1,-0.7072689533233643,1.3953627347946167,-0.01093280129134655,0.0,250,476
0,2,-0.4864630103111267,1.7121120691299438,-0.21939213573932648,0.0,140,587
0,3,-0.5060135722160339,2.0325887203216553,-0.12908627092838287,0.0,170,632
0,4,2.817575693130493,2.402750015258789,-0.5202162265777588,0.0,130,552
0,5,-0.17825478315353394,0.9696786403656006,-0.6535126566886902,0.2587001323699951,242,339
0,6,0.0,1.0892159938812256,0.4612360894680023,-0.31840017437934875,281,334
0,7,0.15180407464504242,0.820686936378479,0.08994040638208389,-0.09950005263090134,215,372
0,8,0.2403564304113388,0.6838229298591614,-0.014097609557211399,-0.019900010898709297,375,457
0,9,0.10580283403396606,0.8290538787841797,-0.2676793336868286,-0.019900010898709297,272,468
1,0,-0.11040295660495758,0.027403254061937332,-0.012784573249518871,0.0,300,479
1,1,0.13225354254245758,0.8273013830184937,-0.2612626850605011,0.0,205,484
1,2,-0.7072689533233643,1.3953336477279663,-0.014169176109135151,0.0,229,495
1,3,-0.4864630103111267,1.7132326364517212,-0.2104625403881073,0.0,139,588
1,4,-0.5060135722160339,2.0305962562561035,-0.1573493331670761,0.0,166,636
1,5,1.932051658630371,2.3530001640319824,-0.2199869155883789,0.0,117,581
1,6,2.817575693130493,2.3928780555725098,-0.5638865828514099,0.0,138,543
1,7,0.1966552734375,0.6975334286689758,-0.01890847273170948,0.019900010898709297,191,461
1,8,0.0,1.150496244430542,0.27475202083587646,0.09950005263090134,184,425
1,9,0.2185058444738388,0.691216766834259,-0.0076397256925702095,0.11940006911754608,433,336
1,10,0.8970240354537964,0.7693989276885986,-2.7315075397491455,0.11940006911754608,118,437
1,11,-0.7176191806793213,2.179095983505249,-1.8958702087402344,0.11940006911754608,118,437
1,12,0.17710474133491516,0.8024395704269409,0.17142166197299957,0.21890011429786682,203,386
1,13,0.05290141701698303,0.7971991896629333,-0.3631138205528259,-0.039800021797418594,324,345
2,0,-0.11040295660495758,0.027409672737121582,-0.012770806439220905,0.0,298,481
2,1,-0.7072689533233643,1.395382285118103,-0.008069834671914577,0.0,267,459
2,2,-0.4864630103111267,1.7019990682601929,-0.2875061333179474,0.0,146,580
2,3,-0.5060135722160339,2.030249834060669,-0.16175782680511475,0.0,159,646
2,4,2.817575693130493,2.409125566482544,-0.48984482884407043,0.0,134,546
2,5,0.2185058444738388,0.690141499042511,-0.03928966447710991,0.039800021797418594,413,340
2,6,0.2185058444738388,0.690567135810852,-0.030919158831238747,0.05970003455877304,414,339
2,7,0.19320517778396606,0.8824939131736755,-0.1499360203742981,0.05970003455877304,192,470
2,8,0.2576069235801697,2.109565019607544,0.22160708904266357,0.05970003455877304,120,472
2,9,0.11040295660495758,1.0108740329742432,-0.675868034362793,-0.2985001504421234,248,337
2,10,0.21160566806793213,0.8216987252235413,0.22407802939414978,-0.019900010898709297,205,420
3,0,-0.11040295660495758,0.02740294858813286,-0.012785231694579124,0.0,303,476
3,1,0.07935212552547455,0.8083999156951904,-0.3322191536426544,0.0,254,461
3,2,-0.7072689533233643,1.3951005935668945,-0.029171032831072807,0.0,263,462
3,3,-0.4864630103111267,1.721712589263916,-0.1231512576341629,0.0,140,587
3,4,-0.5060135722160339,2.0305750370025635,-0.15762311220169067,0.0,163,641
3,5,2.817575693130493,2.4054014682769775,-0.5078157782554626,0.0,136,545
3,6,0.230006143450737,0.7270693182945251,-0.028837183490395546,0.019900010898709297,313,437
3,7,0.07820209115743637,1.1695199012756348,0.556003987789154,0.21890011429786682,144,353
3,8,0.037951018661260605,1.154751181602478,0.50059574842453,0.27860015630722046,196,338
3,9,0.18400491774082184,0.6290505528450012,-1.0301893949508667,-0.2985001504421234,173,332
3,10,0.2185058444738388,0.6912481188774109,0.003867440391331911,-0.05970003455877304,258,341
4,0,-0.11040295660495758,0.02740459330379963,-0.012781703844666481,0.0,306,472
4,1,-0.7072689533233643,1.3953163623809814,-0.015782063826918602,0.0,293,433
4,2,-0.4864630103111267,1.7234430313110352,-0.09594091027975082,0.0,148,578
4,3,-0.5060135722160339,2.0326967239379883,-0.12737540900707245,0.0,173,631
4,4,2.817575693130493,2.412128448486328,-0.47483643889427185,0.0,134,547
4,5,0.026450708508491516,0.8049589991569519,-0.3485945165157318,0.019900010898709297,286,412
4,6,-1.0695286989212036,0.4909403622150421,0.11923127621412277,0.039800021797418594,166,398
4,7,0.23805639147758484,0.8252378106117249,0.1802457869052887,-0.13930007815361023,247,343
4,8,0.45541220903396606,1.610825777053833,0.12838611006736755,-0.11940006911754608,150,402
4,9,0.2185058444738388,0.6910694241523743,-0.0161858219653368,-0.07960004359483719,419,330
4,10,0.16560442745685577,0.8782235980033875,-0.1997574269771576,-0.019900010898709297,248,428
5,0,-0.11040295660495758,0.02741108275949955,-0.012767779640853405,0.0,301,478
5,1,-0.7072689533233643,1.3951817750930786,-0.024987678974866867,0.0,296,429
5,2,-0.4864630103111267,1.714903473854065,-0.196383535861969,0.0,155,572
5,3,-0.5060135722160339,2.0315136909484863,-0.1450250744819641,0.0,173,630
5,4,1.932051658630371,2.354215621948242,-0.20657280087471008,0.0,116,586
5,5,2.817575693130493,2.3883397579193115,-0.5828085541725159,0.0,140,542
5,6,0.11040295660495758,0.8835772275924683,0.2137921303510666,0.039800021797418594,303,327
5,7,-1.1051795482635498,0.3934178054332733,0.15142925083637238,0.05970003455877304,192,384
5,8,0.09660258889198303,3.1881182193756104,0.315399706363678,0.07960004359483719,145,388
5,9,0.5060135722160339,1.3965487480163574,0.35079720616340637,-0.2985001504421234,150,363
5,10,0.4427618682384491,1.2583028078079224,0.0642382949590683,-0.27860015630722046,173,333
5,11,0.460012286901474,1.4549795389175415,-0.029668638482689857,-0.23880013823509216,212,365
5,12,0.2403564304113388,0.6799792051315308,0.07376182824373245,-0.15920008718967438,386,330
5,13,0.2185058444738388,0.6865609288215637,-0.08045544475317001,-0.11940006911754608,396,333
5,14,0.07935212552547455,0.8055011034011841,-0.33918723464012146,-0.05970003455877304,341,375
5,15,-2.0608553886413574,1.3100665807724,-0.0032956693321466446,-0.05970003455877304,117,457
5,16,0.22080591320991516,2.4304111003875732,-0.08807678520679474,-0.05970003455877304,117,457
6,0,-0.11040295660495758,0.02739431895315647,-0.012803709134459496,0.0,296,483
6,1,0.10580283403396606,0.8542582988739014,-0.17095410823822021,0.0,242,439
6,2,-0.7072689533233643,1.3950726985931396,-0.03047574870288372,0.0,295,431
6,3,-0.4864630103111267,1.7118622064590454,-0.22133292257785797,0.0,154,573
6,4,-0.5060135722160339,2.033487319946289,-0.11405652016401291,0.0,166,635
6,5,2.817575693130493,2.402884006500244,-0.5195980072021484,0.0,134,548
6,6,0.1748046725988388,0.703029990196228,-0.02785520814359188,0.019900010898709297,291,463
6,7,0.2070055454969406,0.6529925465583801,0.04964365065097809,0.05970003455877304,394,341
6,8,0.1851549595594406,0.8344610929489136,0.1989196538925171,0.07960004359483719,162,468
6,9,0.07590203732252121,1.145352840423584,0.517583429813385,-0.2587001323699951,317,322
7,0,-0.11040295660495758,0.02739933505654335,-0.012792970053851604,0.0,277,502
7,1,-0.7072689533233643,1.3953948020935059,-0.0054910508915781975,0.0,234,492
7,2,-0.4864630103111267,1.7094932794570923,-0.2389421910047531,0.0,124,600
7,3,-0.5060135722160339,2.0236358642578125,-0.2301683872938156,0.0,173,636
7,4,1.932051658630371,2.355121374130249,-0.19597762823104858,0.0,115,586
7,5,2.817575693130493,2.412663221359253,-0.4721119999885559,0.0,132,550
7,6,0.8832236528396606,2.2429120540618896,0.390731543302536,0.05970003455877304,125,462
7,7,0.5589150190353394,2.0084877014160156,2.2816269397735596,0.05970003455877304,157,457
7,8,0.026450708508491516,0.8394185304641724,-0.2546638250350952,-0.09950005263090134,343,355
7,9,-0.049451325088739395,0.4458491802215576,-1.5782116651535034,-0.07960004359483719,123,461
7,10,-2.9682295322418213,1.649764060974121,-0.012666807509958744,-0.05970003455877304,135,409
7,11,0.1529540866613388,0.7086119055747986,-0.007615698967128992,-0.019900010898709297,318,444
8,0,-0.11040295660495758,0.027415642514824867,-0.012757987715303898,0.0,303,476
8,1,-0.7072689533233643,1.3953391313552856,-0.013611406087875366,0.0,255,470
8,2,-0.5405144691467285,1.6864209175109863,-0.2827279567718506,0.0,144,579
8,3,-0.5060135722160339,2.0258700847625732,-0.20959554612636566,0.0,179,631
8,4,-0.13340358436107635,2.155052661895752,0.48542240262031555,0.0,120,633
8,5,1.932051658630371,2.3519227504730225,-0.23122014105319977,0.0,114,587
8,6,2.817575693130493,2.406578302383423,-0.5022090673446655,0.0,138,542
8,7,0.1092529222369194,0.7145165801048279,0.05579964816570282,0.17910009622573853,360,327
8,8,1.3202354907989502,2.818899393081665,-0.31674712896347046,0.19900010526180267,141,446
8,9,0.18860505521297455,1.8550418615341187,2.5125269889831543,0.19900010526180267,141,446
8,10,0.0874023362994194,0.7121418118476868,0.10391614586114883,0.27860015630722046,393,329
8,11,0.47841280698776245,0.7090193629264832,-0.5026016235351562,-0.19900010526180267,165,427
